candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00420,rule,dc2dd00c4907f7cf,rule,3,Solvency Capital Requirement - Standard Formula,3,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#e8dd6316808240e68ab522fc11467a40,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.," least one of the following requirements is fulfilled with respect to each of the last three financial years ending prior to the date on which the SCR is being calculated: (i) the annual turnover of the company exceeds GBP 8,800,000; (ii) the balance sheet total of the company exceeds GBP 8,800,000; or (iii) the number of staff employed by the company exceeds 50; (f) the sum of the company’s annual earnings before interest, tax, depreciation and amortisation (‘EBITDA’) over the last five financial years is greater than 0; (g) the total debt of the company at the end of the most recent financial year for which figures are available is no higher than 6.5 times the average of the company’s annu",true,true,"GBP 8,800,000",permission_or_exemption_condition,high,Company turnover/balance sheet thresholds are eligibility requirements.
cand-00421,rule,8833980d3d857f2c,rule,3,Solvency Capital Requirement - Standard Formula,3,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#66963709172e4486a7a36ffaf0730b00,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.," of countries which are members of the OECD ; and (5) at least one of the following requirements is met for each of the last three financial years ending prior to the date on which the SCR is being calculated: (a) the annual turnover of the issuer exceeds GBP 8,800,000; (b) the balance sheet total of the issuer exceeds GBP 8,800,000; or (c) the number of staff employed by the issuer exceeds 50.",true,true,"GBP 8,800,000",permission_or_exemption_condition,high,Issuer turnover/balance sheet thresholds are eligibility requirements.
cand-00422,rule,133c9f04cf33c69f,rule,4,Solvency Capital Requirement - Standard Formula,4,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#ce4d6394ce8f4e2aa8c238b8d95fcb40,"GBP 880,000",Monetary amount appears with threshold/trigger language.,"The total amount owed to the firm and, where relevant, to all related undertakings , including any exposure in default, by the counterparty or other connected third party, must not, to the knowledge of the firm , exceed GBP 880,000 and the firm must take reasonable steps to acquire this knowledge.",true,true,"GBP 880,000",permission_or_exemption_condition,high,Counterparty amount cap is an eligibility condition.
cand-00423,rule,364ef99179d22454,rule,Article 132(8),Standardised Approach and Internal Ratings Based Approach to Credit Risk (CRR),8,https://www.prarulebook.co.uk/pra-rules/standardised-approach-and-internal-ratings-based-approach-to-credit-risk-crr/01-06-2026#5773bf5dc9a44669979c654757fb823d,£500 m,Monetary amount appears with threshold/trigger language.,(a) An institution must notify the competent authority if either: (i) the total risk weighted exposure amounts for all of its exposures in the form of units or shares in relevant CIUs exceed 0.5% of the institution's total risk weighted exposures for credit risk and dilution risk calculated in accordance with Title II of Part Three of the CRR; or (ii) the total exposure values for all of its exposures in the form of units or shares in relevant CIUs exceed £500 million; in each case calculated on an individual or consolidated basis. (b) Institutions must make the notification in (a) promptly if: (i) at any time either of the thresholds in (a) (i) or (ii) is reached; and (ii) until such time a,true,true,£500 million,reporting_trigger,high,CIU exposure value threshold triggers notification to competent authority.
cand-00424,rule,acc7774d0aae6370,rule,3.3,Third Country Branches,3.3,https://www.prarulebook.co.uk/pra-rules/third-country-branches/01-06-2026#7793f9e0067f48c5ab23e0a5f18f7ebe,"£600,000; £875,000",Monetary amount appears with threshold/trigger language.,"A third country branch undertaking (except a third country branch undertaking that has a third country pure reinsurance branch ) must hold on deposit as security in the UK with a CRD credit institution assets of an amount equal to at least: (1) £600,000 for a third country insurance branch whose insurance business is limited to general insurance business , except in the case where all or some of the general insurance business classes 10 to 15 are covered, in which case the amount must be at least £875,000; (2) £875,000 for a third country insurance branch whose insurance business is limited to long-term insurance business ; or (3) the sum of the amounts set out in (1) and (2) for a third country insurance branch that is a composite third country branch .",true,true,"£600,000; £875,000",capital_or_resource_minimum,high,Minimum UK security deposit amounts for third country branches.
cand-00426,rule,88c8d9b87dcdf4e7,rule,Article 4(1),Trading Book (CRR),1,https://www.prarulebook.co.uk/pra-rules/trading-book-crr/01-06-2026#ef792642ee5b4194b1beab56db3e84c2,GBP 13 billion,Monetary amount appears with threshold/trigger language.,"Institutions may apply the simplified approach described in this Chapter 2 of this Chapter 4 of the Trading Book (CRR) Part of the PRA Rulebook only if the sum of the absolute value of fair-valued assets and liabilities, as stated in the institution's financial statements under the applicable accounting framework, is less than GBP 13 billion.",true,true,GBP 13 billion,permission_or_exemption_condition,high,Fair-valued assets/liabilities threshold permits simplified approach.
cand-00425,rule,80c7f55e4cacd4d0,rule,Article 94(1),Trading Book (CRR),1,https://www.prarulebook.co.uk/pra-rules/trading-book-crr/01-06-2026#68b7c61f1325440189b0cb0a3c493023,GBP 44 m,Monetary amount appears with threshold/trigger language.,"By way of derogation from point (b) of Article 92(3), institutions may calculate the own funds requirement for their trading book business in accordance with paragraph 2 of this Article, provided that the size of the institutions' on- and off-balance-sheet trading book business is equal to or less than both of the following thresholds on the basis of an assessment carried out on a monthly basis using the data as of the last day of the month: (a) 5% of the institution's total assets; (b) GBP 44 million.",true,true,GBP 44 million,permission_or_exemption_condition,high,Trading book size threshold permits alternative own funds calculation.
cand-00449,rule,cf0bda9a4d2e463c,rule,Schedules,Waivers Transitional Provisions,Schedules,https://www.prarulebook.co.uk/pra-rules/waivers-transitional-provisions/01-06-2026#47f7b73a2a0e454096fdc16ccc7eeff2,€150 m,Monetary amount appears with threshold/trigger language.,340 15 Waiver of 100% large exposure limit where the €150 million limit applies - BIPRU 10.6.32R – As waived in accordance with BIPRU 10.6.33G - SUP 15.3.11R - Art.,true,true,€150 million,permission_or_exemption_condition,medium,Schedule references large exposure limit applicable to waiver treatment.
cand-00084,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£73.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,Approach to our primary objectives 3.1 The UK is a leading international financial centre with a surplus of financial services trade of £73.2 billion in 202315.,false,false,£73.2 billion,not_a_threshold,high,"Narrative economic statistic about trade surplus, not a regulatory cut-off."
cand-00085,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£208.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"It contributed £208.2 billion to the UK economy in 2023, 8.8% of total economic output.17 The UK financial sector supports the wider economy through its provision of vital services.",false,false,£208.2 billion,not_a_threshold,high,"Narrative economic contribution figure, not a regulatory cut-off."
cand-00086,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£1.2,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"At its peak, total UK government support for the financial system in cash and guarantees amounted to almost £1.2 trillion.18 3.4 Strong prudential standards are an essential component of mitigating the risks of financial crises and achieving wider financial stability.",false,false,£1.2 trillion,not_a_threshold,high,"Historical government support amount, not a regulatory threshold."
